Target Speed,Current Speed,Target Pitch,Current Pitch 1,Current Pitch 2,,,
50,200,0,0,-5,,,
50,200,0,0,-5,,,
50,200,0,0,-5,,,
50,200,0,0,-3,,,
50,200,0,0,5,,,
50,200,0,0,8,,,
50,200,0,0,8,,,
50,200,0,0,9,,,
50,200,0,0,9,,,
50,200,0,0,9,,,
50,200,0,0,9,,,
50,200,0,0,8,,,
50,200,0,0,8,,,
50,200,0,0,9,,,
50,200,0,0,8,,,
50,200,0,0,9,,,
50,200,0,0,9,,,
50,200,0,0,9,,,
50,200,0,0,9,,,
50,200,0,0,9,,,
50,200,0,0,9,,,
50,200,0,0,9,,,
50,200,0,0,9,,,
50,200,0,0,9,,,
50,200,0,0,9,,,
50,200,0,0,9,,,
50,200,0,0,9,,,
50,200,0,0,9,,,
50,200,0,0,8,,,
50,200,0,0,9,,,
50,200,0,0,8,,,
50,200,0,0,9,,,
50,200,0,0,9,,,
50,200,0,0,8,,,
50,200,0,0,9,,,
50,200,0,0,9,,,
