Target Speed,Current Speed,Target Pitch,Current Pitch 1,Current Pitch 2,,,,,,,,,,,,,,Column1,Column2
50,150,0,-65,2,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-63,2,,,,,3 *,Received: &_DATA_50.00_150.00_0_-45_3_*,,,,,,,,45.03,31.22
50,150,0,-62,2,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-55,2,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-59,2,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-62,2,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-62,2,,,,,3 *,Received: &_DATA_50.00_150.00_0_-51_3_*,,,,,,,,44.75,31.5
50,150,0,-56,2,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-51,3,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-46,3,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-52,2,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-56,3,,,,,3 *,Received: &_DATA_50.00_150.00_0_-54_3_*,,,,,,,,44.87,31.38
50,150,0,-63,2,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-67,2,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,10,-67,2,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,10,-60,2,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,10,-55,0,,,,,3 *,Received: &_DATA_50.00_150.00_0_-55_3_*,,,,,,,,45.28,30.97
50,150,10,-45,-47,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,10,-32,-80,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,10,-13,-92,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,10,-30,-96,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,10,-14,-98,,,,,2 *,Received: &_DATA_50.00_150.00_0_-49_2_*,,,,,,,,,
50,150,10,-36,-97,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,45.69,30.56
50,150,10,-49,-98,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,10,-35,-99,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,10,-39,-98,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,10,-53,-99,,,,,3 *,Received: &_DATA_50.00_150.00_0_-52_3_*,,,,,,,,,
50,150,10,-62,-98,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,45.94,30.31
50,150,10,-59,-98,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,10,-61,-98,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,10,-62,-97,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,10,-49,-99,,,,,3 *,Received: &_DATA_50.00_150.00_0_-60_3_*,,,,,,,,,
50,150,10,-34,-98,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,46.36,29.89
50,150,10,-36,-96,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,20,-40,-98,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,20,-45,-98,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,20,-36,-95,,,,,3 *,Received: &_DATA_50.00_150.00_0_-65_3_*,,,,,,,,46.85,29.4
50,150,20,-53,-63,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,20,-42,46,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,20,-35,90,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,20,-46,84,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,20,-13,57,,,,,3 *,Received: &_DATA_50.00_150.00_0_-50_3_*,,,,,,,,47.31,28.94
50,150,20,-4,42,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,20,-12,36,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,20,-6,34,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,20,-4,33,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,20,-2,32,,,,,3 *,Received: &_DATA_50.00_150.00_0_-48_3_*,,,,,,,,47.79,28.46
50,150,20,-2,33,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,20,-12,33,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,20,-11,33,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,20,-7,33,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,20,-20,33,,,,,3 *,Received: &_DATA_50.00_150.00_0_-50_3_*,,,,,,,,48.21,28.04
50,150,20,-14,33,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,20,-8,33,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,30,-10,33,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,30,-8,33,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,30,-26,33,,,,,3 *,Received: &_DATA_50.00_150.00_0_-55_3_*,,,,,,,,48.67,27.58
50,150,30,-24,33,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,30,-22,33,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,30,-19,33,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,30,-11,33,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,30,-15,33,,,,,2 *,Received: &_DATA_50.00_150.00_0_-55_2_*,,,,,,,,49.1,27.15
50,150,30,-10,32,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,30,-10,33,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,30,-14,33,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,30,-18,33,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,30,-26,33,,,,,2 *,Received: &_DATA_50.00_150.00_0_-55_2_*,,,,,,,,49.52,26.73
50,150,30,-19,33,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,30,-6,33,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,30,-17,33,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,30,-14,32,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,30,-11,32,,,,,3 *,Received: &_DATA_50.00_150.00_0_-47_3_*,,,,,,,,49.98,26.27
50,150,30,-16,33,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,30,-14,32,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-16,32,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-14,32,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-12,32,,,,,3 *,Received: &_DATA_50.00_150.00_0_-46_3_*,,,,,,,,50.43,25.82
50,150,0,-2,27,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-6,12,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-12,-9,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-12,-28,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-19,-34,,,,,3 *,Received: &_DATA_50.00_150.00_0_-46_3_*,,,,,,,,50.86,25.39
50,150,0,-10,-37,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-11,-39,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-4,-39,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-17,-39,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-12,-38,,,,,3 *,Received: &_DATA_50.00_150.00_0_-54_3_*,,,,,,,,51.27,25
50,150,0,-5,-40,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,0,-39,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-3,-37,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-3,-31,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-5,-26,,,,,3 *,Received: &_DATA_50.00_150.00_0_-46_3_*,,,,,,,,37.23,39.02
50,150,0,-23,-14,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-15,4,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-11,11,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-1,14,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,0,15,,,,,3 *,Received: &_DATA_50.00_150.00_0_-50_3_*,,,,,,,,25,55.62
50,150,0,-10,15,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-30,16,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-44,16,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-53,16,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-52,16,,,,,3 *,Received: &_DATA_50.00_150.00_0_-51_3_*,,,,,,,,25,60
50,150,0,-47,15,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-52,16,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-52,16,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-52,16,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-54,16,,,,,TEST *,Sent: &_START_TEST_*,,,,,,,,25,60
50,150,0,-58,16,,,,,3 *,Received: &_DATA_50.00_150.00_0_-49_3_*,,,,,,,,,
50,150,0,-58,16,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-72,16,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,25,60
50,150,0,-70,15,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-63,15,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-60,16,,,,,3 *,Received: &_DATA_50.00_150.00_0_-46_3_*,,,,,,,,25,60
50,150,0,-62,16,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-57,15,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-62,15,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-60,15,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-70,15,,,,,3 *,Received: &_DATA_50.00_150.00_0_-46_3_*,,,,,,,,25,60
50,150,0,-68,16,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-60,16,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-58,16,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-64,16,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-55,16,,,,,3 *,Received: &_DATA_50.00_150.00_0_-50_3_*,,,,,,,,25,60
50,150,0,-67,16,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-69,16,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-85,16,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-70,15,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-70,16,,,,,3 *,Received: &_DATA_50.00_150.00_0_-37_3_*,,,,,,,,25,60
50,150,0,-69,16,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-69,16,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-66,16,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-64,16,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-70,15,,,,,3 *,Received: &_DATA_50.00_150.00_0_-44_3_*,,,,,,,,25,60
50,150,0,-64,15,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-63,16,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-61,15,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-58,15,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-55,16,,,,,3 *,Received: &_DATA_50.00_150.00_0_-44_3_*,,,,,,,,25,60
50,150,0,-62,16,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-58,16,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-69,16,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-60,16,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-60,16,,,,,3 *,Received: &_DATA_50.00_150.00_0_-46_3_*,,,,,,,,25,60
50,150,0,-63,16,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-55,16,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-58,16,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-58,16,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-56,16,,,,,3 *,Received: &_DATA_50.00_150.00_0_-50_3_*,,,,,,,,25,60
50,150,0,-62,16,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-47,16,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-49,16,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-49,16,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-49,16,,,,,3 *,Received: &_DATA_50.00_150.00_0_-56_3_*,,,,,,,,25,60
50,150,0,-54,16,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-56,16,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-56,16,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-58,16,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-61,16,,,,,3 *,Received: &_DATA_50.00_150.00_0_-48_3_*,,,,,,,,25,60
50,150,0,-57,16,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-58,16,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-54,16,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-51,16,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-50,16,,,,,2 *,Received: &_DATA_50.00_150.00_0_-54_2_*,,,,,,,,25,60
50,150,0,-53,16,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-53,16,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-51,16,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-66,16,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-67,15,,,,,3 *,Received: &_DATA_50.00_150.00_0_-51_3_*,,,,,,,,,
50,150,0,-72,15,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,25,60
50,150,0,-73,15,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-70,15,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-74,16,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-79,15,,,,,3 *,Received: &_DATA_50.00_150.00_0_-51_3_*,,,,,,,,25,60
50,150,0,-80,15,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-70,15,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
50,150,0,-68,16,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
50,150,0,-67,16,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
